ion,mass,Intensities
,3302.651177,0.022553
,3303.653569,0.0075554
,3304.655943,0.0022692
y10-A,3062.43368,0.2742092
,3063.436372,0.3186743
,3064.438864,0.2214058
,3065.441304,0.1138367
,3066.4437,0.0476591
,3067.446069,0.0170561
,3068.448416,0.0053811
y10+CMCT-A,3313.633443,0.2318016
,3314.636172,0.3080558
,3315.63873,0.2356043
,3316.641223,0.1317509
,3317.64367,0.0594449
,3318.646086,0.0227902
,3319.648477,0.0076668
,3320.650849,0.0023128
y11,3502.529462,0.2245226
,3503.532115,0.3027923
,3504.534609,0.2368728
,3505.537048,0.1358787
,3506.539446,0.0630226
,3507.541818,0.0248745
,3508.544168,0.008625
,3509.546501,0.0026843
y11+CMCT,3753.729225,0.1897992
,3754.731914,0.2876238
,3755.734464,0.2458048
,3756.736952,0.1523208
,3757.739398,0.0757229
,3758.741812,0.0318596
,3759.744204,0.0117267
,3760.746576,0.0038614
y11-G,3351.480052,0.2421172
,3352.482753,0.3086706
,3353.485267,0.2316028
,3354.487724,0.128033
,3355.490137,0.0574314
,3356.492522,0.0219738
,3357.494884,0.0073994
,3358.497228,0.0022396
y11+CMCT-G,3602.679815,0.2046728
,3603.682549,0.295074
,3604.685122,0.2424036
,3605.687629,0.1450351
,3606.690089,0.0698283
,3607.692518,0.0285147
,3608.694921,0.0102034
,3609.697305,0.0032706
y11-A,3367.474967,0.2415292
,3368.477668,0.3080133
,3369.480181,0.2316546
,3370.482637,0.1284436
,3371.485048,0.0578158
,3372.487432,0.022205
,3373.489793,0.0075076
,3374.492136,0.002282
y11+CMCT-A,3618.67473,0.2041758
,3619.677464,0.2944354
,3620.680036,0.2423472
,3621.682541,0.1453806
,3622.685,0.0702113
,3623.687427,0.0287696
,3624.689829,0.0103328
,3625.692212,0.003325
y12,3831.581982,0.1946827
,3832.584623,0.2880402
,3833.587122,0.2437162
,3834.589566,0.1504085
,3835.59197,0.0747723
,3836.594347,0.0315515
,3837.596703,0.0116736
,3838.599041,0.0038709
y12+CMCT,4082.781745,0.1645742
,4083.784421,0.2709455
,4084.786971,0.2491284
,4085.78946,0.1653553
,4086.791908,0.0877783
,4087.794326,0.0393514
,4088.796721,0.0154078
,4089.799096,0.00539
y12-G,3680.532573,0.209939
,3681.535256,0.2951348
,3682.537776,0.2401234
,3683.540237,0.1431397
,3684.542655,0.068953
,3685.545044,0.0282558
,3686.547411,0.0101696
,3687.54976,0.0032847
y12+CMCT-G,3931.732335,0.1774711
,3932.735051,0.2790941
,3933.737623,0.2472866
,3934.740131,0.1588074
,3935.742593,0.0817946
,3936.745024,0.0356494
,3937.74743,0.0135911
,3938.749817,0.0046351
y12-A,3696.527487,0.2094291
,3697.530171,0.2944981
,3698.53269,0.2400834
,3699.535149,0.1434891
,3700.537566,0.0693327
,3701.539955,0.0285071
,3702.542321,0.0102971
,3703.544669,0.0033386
y12+CMCT-A,3947.72725,0.1770401
,3948.729966,0.278484
,3949.732537,0.2471565
,3950.735043,0.1590885
,3951.737505,0.0821638
,3952.739934,0.0359198
,3953.74234,0.0137395
,3954.744725,0.0047022
y13,4176.629417,0.1683987
,4177.632048,0.2712652
,4178.634551,0.2472995
,4179.636997,0.1637304
,4180.639406,0.0870609
,4181.641787,0.0392132
,4182.644147,0.0154622
,4183.64649,0.0054576
,4184.64882,0.0017522
y13+CMCT,4427.82918,0.1423552
,4428.831844,0.2530585
,4429.834393,0.2494562
,4430.836883,0.176886
,4431.839333,0.1000757
,4432.841752,0.0477335
,4433.844149,0.019859
,4434.846527,0.0073742
,4435.84889,0.0024847
y13-G,4025.580007,0.1815953
,4026.582677,0.2791348
,4027.5852,0.245293
,4028.587663,0.1572011
,4029.590085,0.0811483
,4030.592478,0.0355555
,4031.594849,0.0136599
,4032.597202,0.0047035
y13+CMCT-G,4276.77977,0.1535108
,4277.782471,0.2615719
,4278.785041,0.2490384
,4279.787548,0.1711951
,4280.790012,0.0941383
,4281.792444,0.043723
,4282.794852,0.0177386
,4283.79724,0.0064307
,4284.799613,0.0021174
y13-A,4041.574922,0.1811543
,4042.577592,0.2785261
,4043.580113,0.2451762
,4044.582576,0.1574854
,4045.584997,0.0815144
,4046.587389,0.0358225
,4047.589759,0.0138067
,4048.592111,0.0047703
y13+CMCT-A,4292.774684,0.153138
,4293.777386,0.2609952
,4294.779955,0.2488482
,4295.782461,0.1714109
,4296.784924,0.0944858
,4297.787355,0.0440039
,4298.789762,0.0179053
,4299.792149,0.0065115
,4300.794521,0.0021511
y14,4482.654719,0.148527
,4483.657373,0.2555506
,4484.659899,0.2476232
,4485.662366,0.1738769
,4486.664793,0.0979138
,4487.667192,0.0466572
,4488.669569,0.0194488
,4489.671928,0.0072529
,4490.674272,0.0024592
y14+CMCT,4733.854482,0.1255567
,4734.857166,0.2369722
,4735.859733,0.2472601
,4736.862241,0.1852917
,4737.864706,0.1106712
,4738.867141,0.0556859
,4739.869552,0.0244259
,4740.871944,0.0095585
,4741.87432,0.003393
y14-G,4331.60531,0.1601663
,4332.608001,0.2637686
,4333.610546,0.2468703
,4334.613029,0.1680989
,4335.61547,0.0920444
,4336.61788,0.0427309
,4337.620267,0.0173794
,4338.622636,0.0063312
,4339.624989,0.002099
y14+CMCT-G,4582.805072,0.135396
,4583.807791,0.2455605
,4584.810379,0.2479311
,4585.812903,0.1804158
,4586.815383,0.1048924
,4587.81783,0.0514651
,4588.820252,0.022043
,4589.822653,0.0084323
,4590.825038,0.0029287
y14-A,4347.600224,0.1597774
,4348.602916,0.2631891
,4349.60546,0.2466998
,4350.607942,0.1683258
,4351.610382,0.0923913
,4352.612791,0.0430071
,4353.615177,0.0175423
,4354.617545,0.0064101
,4355.619898,0.002132
y14+CMCT-A,4598.799987,0.1350672
,4599.802706,0.2450158
,4600.805293,0.2477003
,4601.807816,0.1805759
,4602.810295,0.1052151
,4603.812741,0.0517502
,4604.815162,0.0222243
,4605.817563,0.0085258
,4606.819947,0.00297
y15,4787.696006,0.1308258
,4788.698669,0.2398915
,4789.701208,0.2462186
,4790.703687,0.1826152
,4791.706127,0.1084102
,4792.708537,0.0543856
,4793.710925,0.0238423
,4794.713294,0.0093434
,4795.715648,0.0033268
y15+CMCT,5038.895769,0.110593
,5039.898459,0.2212388
,5040.901037,0.2436384
,5041.903554,0.1922658
,5042.906029,0.1207448
,5043.908474,0.063809
,5044.910894,0.0293709
,5045.913295,0.012053
,5046.915679,0.0044843
y15-G,4636.646596,0.1410779
,4637.649295,0.2482896
,4638.651852,0.2465815
,4639.654348,0.1776158
,4640.6568,0.1026661
,4641.659222,0.0502397
,4642.661619,0.0215145
,4643.663998,0.0082451
,4644.666361,0.0028737
y15+CMCT-G,4887.846359,0.1192596
,4888.849083,0.2297838
,4889.85168,0.2452604
,4890.854214,0.1882066
,4891.856703,0.1151961
,4892.859159,0.0594311
,4893.86159,0.026741
,4894.864,0.0107384
,4895.866393,0.0039129
y15-A,4652.641511,0.1407353
,4653.64421,0.2477404
,4654.646766,0.2463667
,4655.649261,0.1777878
,4656.651712,0.1029903
,4657.654133,0.0505212
,4658.65653,0.021692
,4659.658908,0.0083364
,4660.66127,0.002914
y15+CMCT-A,4903.841273,0.11897
,4904.843998,0.2292712
,4905.846594,0.244997
,4906.849127,0.1883143
,4907.851615,0.1154912
,4908.85407,0.0597167
,4909.8565,0.026935
,4910.85891,0.0108444
,4911.861302,0.0039624
y16,5132.743441,0.1131631
,5133.746095,0.2223638
,5134.748633,0.2427584
,5135.751115,0.19082
,5136.753557,0.1197614
,5137.75597,0.063404
,5138.758361,0.0292935
,5139.760733,0.012085
,5140.763091,0.004526
y16+CMCT,5383.943203,0.095662
,5384.945883,0.2039312
,5385.948459,0.238016
,5386.950976,0.1984752
,5387.953452,0.1314381
,5388.955898,0.0731345
,5389.95832,0.0354024
,5390.960723,0.0152643
,5391.963109,0.0059622
,5392.965481,0.0021367
y16-G,4981.694031,0.1220311
,4982.696717,0.2307926
,4983.699275,0.2442248
,4984.701771,0.1867188
,4985.704226,0.1142498
,4986.70665,0.059071
,4987.70905,0.0266886
,4988.711432,0.0107786
,4989.713798,0.0039552
y16+CMCT-G,5232.893794,0.1031585
,5233.896505,0.2123069
,5234.899099,0.2405575
,5235.901632,0.1953301
,5236.904121,0.1262266
,5237.906578,0.0686436
,5238.90901,0.0325156
,5239.911422,0.0137325
,5240.913817,0.0052584
,5241.916197,0.0018487
y16-A,4997.688946,0.1217347
,4998.691632,0.2302786
,4999.694189,0.24397
,5000.696685,0.1868319
,5001.699138,0.1145445
,5002.701562,0.0593541
,5003.703962,0.0268807
,5004.706342,0.0108838
,5005.708707,0.0040045
y16+CMCT-A,5248.888708,0.102908
,5249.891419,0.2118307
,5250.894013,0.2402658
,5251.896545,0.1953829
,5252.899033,0.1264879
,5253.90149,0.0689257
,5254.903921,0.0327218
,5255.906332,0.0138524
,5256.908726,0.0053175
,5257.911106,0.0018744
y17,5437.784728,0.0996764
,5438.787389,0.2071366
,5439.789939,0.2379969
,5440.792432,0.1964067
,5441.794885,0.1291971
,5442.797308,0.0716019
,5443.799709,0.0345973
,5444.802091,0.0149162
,5445.804458,0.0058344
,5446.806811,0.0020964
y17+CMCT,5688.98449,0.0842611
,5689.987176,0.1891573
,5690.98976,0.2316714
,5691.992286,0.2023207
,5692.994772,0.1401282
,5693.997227,0.0814618
,5694.999657,0.0411669
,5696.002068,0.0185182
,5697.004462,0.0075424
,5698.006842,0.0028173
y17-G,5286.735318,0.1074876
,5287.73801,0.2154444
,5288.740579,0.2402863
,5289.743086,0.1931047
,5290.745551,0.1239746
,5291.747985,0.0671667
,5292.750396,0.0317667
,5293.752786,0.0134193
,5294.755161,0.0051473
,5295.757522,0.001815
y17+CMCT-G,5537.93508,0.0908642
,5538.937796,0.1972817
,5539.940399,0.2348781
,5540.94294,0.1999648
,5541.945438,0.1352842
,5542.947903,0.0769363
,5543.950344,0.0380793
,5544.952764,0.0167926
,5545.955166,0.0067104
,5546.957554,0.0024609
y17-A,5302.730233,0.1072265
,5303.732925,0.2149622
,5304.735493,0.2400054
,5305.738,0.1931693
,5306.740464,0.12424
,5307.742897,0.067447
,5308.745307,0.0319695
,5309.747697,0.0135366
,5310.750071,0.0052051
,5311.752432,0.0018401
y17+CMCT-A,5553.929995,0.0906435
,5554.932711,0.1968372
,5555.935313,0.2345693
,5556.937853,0.1999734
,5557.940351,0.1355137
,5558.942815,0.0772112
,5559.945255,0.0382937
,5560.947674,0.0169242
,5561.950076,0.0067786
,5562.952463,0.0024919
y18,5766.837248,0.0864291
,5767.839901,0.1909237
,5768.842451,0.2316355
,5769.844946,0.201131
,5770.847401,0.138867
,5771.849828,0.0806325
,5772.852232,0.0407621
,5773.854617,0.0183658
,5774.856987,0.0075003
,5775.859344,0.0028117
y18+CMCT,6018.03701,0.0730625
,6019.039687,0.1735838
,6020.042269,0.2238384
,6021.044796,0.2051992
,6022.047282,0.1488736
,6023.049739,0.0905138
,6024.052171,0.0477788
,6025.054584,0.0224272
,6026.056981,0.0095238
,6027.059363,0.0037064
y18-G,5615.787838,0.0932021
,5616.79052,0.1990141
,5617.793088,0.2347012
,5618.795597,0.1986868
,5619.798064,0.1340189
,5620.800501,0.0761409
,5621.802914,0.0377073
,5622.805308,0.0166594
,5623.807686,0.0066767
,5624.810051,0.002458
y18+CMCT-G,5866.9876,0.078788
,5867.990305,0.1813781
,5868.992905,0.2276574
,5869.995446,0.2036743
,5870.997945,0.1444767
,5872.000412,0.0860049
,5873.002854,0.0444993
,5874.005276,0.0204925
,5875.00768,0.008544
,5876.010071,0.0032668
y18-A,5631.782753,0.0929757
,5632.785435,0.1985664
,5633.788002,0.2343983
,5634.79051,0.198702
,5635.792977,0.1342506
,5636.795413,0.0764146
,5637.797826,0.0379196
,5638.800219,0.0167895
,5639.802597,0.0067442
,5640.80496,0.0024887
y18+CMCT-A,5882.982515,0.0785967
,5883.98522,0.1809676
,5884.987819,0.2273352
,5885.99036,0.2036385
,5886.992858,0.1446705
,5887.995324,0.0862689
,5888.997765,0.0447204
,5890.000187,0.0206361
,5891.002591,0.0086223
,5892.00498,0.0033041
y19,6111.884683,0.0747604
,6112.887328,0.1749643
,6113.889878,0.2237224
,6114.892374,0.2041474
,6115.894831,0.1478264
,6116.89726,0.0898882
,6117.899667,0.0475317
,6118.902055,0.0223801
,6119.904428,0.0095439
,6120.906787,0.0037335
y19+CMCT,6363.084445,0.0631984
,6364.087114,0.1584472
,6365.089694,0.2147496
,6366.092219,0.2064197
,6367.094707,0.1567579
,6368.097164,0.0996328
,6369.099598,0.0549233
,6370.102013,0.0269011
,6371.104411,0.0119119
,6372.106795,0.0048312
,6373.109168,0.001813
y19-G,5960.835273,0.0806189
,5961.837945,0.1827317
,5962.840512,0.2274243
,5963.843022,0.2025509
,5964.845491,0.1434311
,5965.84793,0.0854124
,5966.850345,0.0442813
,5967.852742,0.0204606
,5968.855122,0.0085691
,5969.857489,0.0032943
y19+CMCT-G,6212.035035,0.0681509
,6213.03773,0.1658395
,6214.040327,0.2190491
,6215.042867,0.2056962
,6216.045366,0.1528712
,6217.047834,0.0952124
,6218.050277,0.0514871
,6219.0527,0.0247593
,6220.055106,0.0107718
,6221.057498,0.004295
y19-A,5976.830187,0.0804232
,5977.83286,0.1823187
,5978.835427,0.227107
,5979.837935,0.2025206
,5980.840404,0.1436265
,5981.842842,0.0856752
,5982.845257,0.0445005
,5983.847653,0.020603
,5984.850033,0.0086469
,5985.852399,0.0033315
y19+CMCT-A,6228.02995,0.0679854
,6229.032645,0.1654627
,6230.035241,0.2187202
,6231.037781,0.2056203
,6232.040279,0.1530276
,6233.042746,0.0954614
,6234.045189,0.051712
,6235.047611,0.0249141
,6236.050017,0.0108606
,6237.052408,0.0043395
y20,6417.909985,0.0659383
,6418.912646,0.1615523
,6419.915211,0.2156989
,6420.917722,0.205219
,6421.920193,0.1547799
,6422.922636,0.0979541
,6423.925055,0.0538768
,6424.927455,0.0263739
,6425.929839,0.0116885
,6426.93221,0.0047505
,6427.934569,0.0017883
y20+CMCT,6669.109747,0.0557407
,6670.11243,0.1458655
,6671.115023,0.205963
,6672.117562,0.2060154
,6673.120062,0.1626731
,6674.122531,0.1074382
,6675.124976,0.0615139
,6676.127402,0.0312808
,6677.129811,0.0143761
,6678.132205,0.0060499
,6679.134587,0.0023552
y20-G,6266.860575,0.0711056
,6267.863263,0.1689701
,6268.865845,0.2198289
,6269.868369,0.2043294
,6270.870851,0.1508349
,6271.873303,0.0935582
,6272.875731,0.05049
,6273.87814,0.024272
,6274.880532,0.0105716
,6275.882909,0.0042251
y20+CMCT-G,6518.060338,0.0601088
,6519.063045,0.1528647
,6520.065656,0.2105663
,6521.068208,0.2059449
,6522.070719,0.1592718
,6523.073199,0.1031582
,6524.075653,0.05798
,6525.078087,0.0289669
,6526.080504,0.0130884
,6527.082905,0.0054184
,6528.085294,0.0020761
y20-A,6282.85549,0.0709329
,6283.858177,0.1685869
,6284.860759,0.2195053
,6285.863282,0.2042636
,6286.865765,0.1509974
,6287.868216,0.0938076
,6288.870643,0.0507124
,6289.873051,0.0244242
,6290.875442,0.0106587
,6291.87782,0.0042687
y20+CMCT-A,6534.055252,0.0599629
,6535.05796,0.1525164
,6536.06057,0.2102365
,6537.063122,0.2058386
,6538.065632,0.1593955
,6539.068111,0.1033909
,6540.070565,0.0582052
,6541.072998,0.0291303
,6542.075414,0.0131866
,6543.077815,0.0054697
,6544.080203,0.0021
y21,6746.962505,0.0571749
,6747.965159,0.1475674
,6748.967724,0.2065324
,6749.970235,0.2053832
,6750.972708,0.1615778
,6751.975153,0.1064979
,6752.977575,0.0609318
,6753.979978,0.0309963
,6754.982365,0.0142637
,6755.984738,0.0060151
,6756.9871,0.0023481
y21+CMCT,6998.162267,0.0483326
,6999.164942,0.1328077
,7000.167533,0.1961302
,7001.170072,0.2046757
,7002.172572,0.1683137
,7003.175043,0.1156132
,7004.17749,0.0687691
,7005.179917,0.036298
,7006.182328,0.0173023
,7007.184725,0.0075473
,7008.187109,0.0030438
y21-G,6595.913095,0.0616554
,6596.915774,0.154586
,6597.918355,0.2110466
,6598.920879,0.2052197
,6599.923364,0.1581418
,6600.925818,0.1022307
,6601.928248,0.0574258
,6602.930659,0.0287053
,6603.933054,0.0129891
,6604.935434,0.0053895
,6605.937803,0.0020712
y21+CMCT-G,6847.112858,0.0521201
,6848.115556,0.1393726
,6849.118164,0.2009932
,6850.120715,0.2052675
,6851.123227,0.1654497
,6852.125708,0.1115233
,6853.128164,0.0651598
,6854.130599,0.0338096
,6855.133018,0.0158533
,6856.135421,0.0068064
,6857.137812,0.0027031
y21-A,6611.90801,0.0615057
,6612.910689,0.1542341
,6613.913269,0.2107194
,6614.915793,0.2051189
,6615.918277,0.1582689
,6616.920731,0.1024637
,6617.923161,0.0576497
,6618.925571,0.0288672
,6619.927965,0.0130863
,6620.930345,0.0054403
,6621.932713,0.0020948
y21+CMCT-A,6863.107772,0.0519936
,6864.110471,0.139054
,6865.113078,0.2006651
,6866.115629,0.2051315
,6867.11814,0.1655384
,6868.12062,0.1117366
,6869.123076,0.0653835
,6870.125511,0.0339811
,6871.127929,0.0159614
,6872.130332,0.0068653
,6873.132722,0.0027316
y22,7076.015025,0.0495762
,7077.017673,0.1344463
,7078.020236,0.1968424
,7079.022748,0.2042244
,7080.025224,0.1673053
,7081.027671,0.1146636
,7082.030095,0.0681374
,7083.032501,0.0359668
,7084.03489,0.0171606
,7085.037267,0.0074983
,7086.039632,0.0030312
y22+CMCT,7327.214788,0.041909
,7328.217455,0.1206443
,7329.220044,0.1859915
,7330.222582,0.2021559
,7331.225083,0.172857
,7332.227555,0.1233002
,7333.230004,0.0760836
,7334.232433,0.0416248
,7335.234846,0.0205511
,7336.237245,0.0092795
,7337.239631,0.0038718
y22-G,6924.965615,0.0534612
,6925.968286,0.1410407
,6926.970865,0.2016322
,6927.97339,0.204726
,6928.975876,0.164399
,6929.978333,0.110579
,6930.980766,0.064553
,6931.983179,0.0335015
,6932.985576,0.0157261
,6933.987959,0.0067644
,6934.99033,0.0026932
y22+CMCT-G,7176.165378,0.0451932
,7177.168068,0.1267667
,7178.170673,0.1910201
,7179.173224,0.2033428
,7180.175736,0.1705378
,7181.178217,0.1194482
,7182.180675,0.0724411
,7183.183112,0.0389808
,7184.185532,0.0189416
,7185.187938,0.0084221
,7186.190331,0.0034621
y22-A,6940.96053,0.0533314
,6941.963201,0.1407186
,6942.96578,0.201306
,6943.968304,0.204595
,6944.97079,0.1644914
,6945.973246,0.1107931
,6946.975678,0.0647756
,6947.978091,0.0336716
,6948.980488,0.0158331
,6949.98287,0.0068227
,6950.985241,0.0027215
y22+CMCT-A,7192.160292,0.0450834
,7193.162982,0.1264761
,7194.165587,0.1906972
,7195.168138,0.2031818
,7196.170649,0.170593
,7197.17313,0.1196403
,7198.175587,0.0726605
,7199.178024,0.0391588
,7200.180444,0.019059
,7201.182849,0.0084889
,7202.185241,0.0034957
y23,7381.056312,0.0436677
,7382.058965,0.1233622
,7383.061537,0.1876609
,7384.064057,0.201971
,7385.066541,0.1714421
,7386.068995,0.1216405
,7387.071428,0.0747792
,7388.073841,0.0408123
,7389.076238,0.0201238
,7390.078621,0.0090835
,7391.080993,0.003792
y23+CMCT,7632.256074,0.0369143
,7633.258747,0.1104412
,7634.261342,0.1765915
,7635.263888,0.1988097
,7636.266396,0.1759095
,7637.268875,0.1297446
,7638.27133,0.0827326
,7639.273766,0.04675
,7640.276185,0.0238301
,7641.27859,0.0111051
,7642.280983,0.0047806
,7643.283364,0.001917
y23-G,7230.006902,0.0470897
,7231.009578,0.1295578
,7232.012165,0.1926061
,7233.014698,0.2030137
,7234.017192,0.1690286
,7235.019656,0.1177709
,7236.022096,0.0711648
,7237.024517,0.0382064
,7238.026921,0.0185439
,7239.029312,0.0082439
,7240.031689,0.0033911
y23+CMCT-G,7481.206664,0.0398071
,7482.209359,0.1161612
,7483.21197,0.1816892
,7484.214528,0.2004705
,7485.217046,0.1740848
,7486.219535,0.1261507
,7487.221999,0.0791018
,7488.224443,0.0439861
,7489.226869,0.0220776
,7490.229281,0.010136
,7491.23168,0.0043008
,7492.234067,0.0017006
y23-A,7246.001817,0.0469754
,7247.004493,0.1292611
,7248.00708,0.1922843
,7249.009612,0.2028599
,7250.012105,0.1690906
,7251.014569,0.1179657
,7252.017009,0.0713836
,7253.019429,0.0383824
,7254.021833,0.0186594
,7255.024223,0.0083093
,7256.0266,0.0034241
y23+CMCT-A,7497.201579,0.0397105
,7498.204273,0.1158942
,7499.206884,0.181374
,7500.209442,0.2002912
,7501.21196,0.1741111
,7502.214448,0.126322
,7503.216911,0.0793149
,7504.219355,0.0441682
,7505.221781,0.022203
,7506.224192,0.0102101
,7507.22659,0.0043395
,7508.228977,0.0017189
y24,7687.081614,0.0385148
,7688.08428,0.1130307
,7689.086865,0.1782982
,7690.089397,0.1987582
,7691.091893,0.1746059
,7692.094359,0.1281302
,7693.096802,0.0814271
,7694.099225,0.0459215
,7695.101632,0.0233898
,7696.104025,0.0109027
,7697.106406,0.004699
,7698.108776,0.001888
y24+CMCT,7938.281377,0.0325583
,7939.28406,0.1009809
,7940.286667,0.1671541
,7941.289224,0.1946373
,7942.291743,0.1780026
,7943.294232,0.1356275
,7944.296697,0.0893049
,7945.299143,0.0520919
,7946.301571,0.0274019
,7947.303985,0.0131745
,7948.306386,0.0058502
,7949.308776,0.0024194
y24-G,7536.032204,0.041533
,7537.034892,0.1188263
,7538.037492,0.1833255
,7539.040037,0.2002821
,7540.042543,0.172685
,7541.045018,0.1245136
,7542.047469,0.0778209
,7543.0499,0.0431947
,7544.052314,0.0216671
,7545.054714,0.0099519
,7546.057101,0.0042284
,7547.059477,0.0016756
y24+CMCT-G,7787.231967,0.0351097
,7788.234672,0.1063058
,7789.237294,0.1722597
,7790.239863,0.196711
,7791.242392,0.1766629
,7792.244891,0.1323232
,7793.247364,0.0857233
,7794.249818,0.0492306
,7795.252253,0.025512
,7796.254674,0.0120899
,7797.257081,0.0052938
,7798.259477,0.0021597
y24-A,7552.027119,0.0414321
,7553.029807,0.1185535
,7554.032407,0.1830108
,7555.034951,0.2001094
,7556.037456,0.1727181
,7557.039931,0.1246878
,7558.042382,0.0780336
,7559.044812,0.0433749
,7560.047226,0.0217906
,7561.049625,0.0100246
,7562.052011,0.0042664
,7563.054387,0.0016935
y24+CMCT-A,7803.226881,0.0350245
,7804.229586,0.106061
,7805.232209,0.1719539
,7806.234777,0.196517
,7807.237306,0.1766622
,7808.239804,0.1324727
,7809.242277,0.085928
,7810.24473,0.0494151
,7811.247165,0.0256447
,7812.249585,0.0121712
,7813.251991,0.0053379
,7814.254387,0.0021813
y25,8032.129049,0.0333149
,8033.131709,0.1021452
,8034.134291,0.1678107
,8035.136824,0.1944377
,8036.13932,0.1772818
,8037.141787,0.1348712
,8038.144231,0.0887783
,8039.146656,0.0518206
,8040.149065,0.0273017
,8041.15146,0.0131566
,8042.153843,0.0058595
,8043.156215,0.0024318
y25+CMCT,8283.328811,0.0281626
,8284.331489,0.0910457
,8285.334093,0.1566871
,8286.336648,0.1893627
,8287.339167,0.1795122
,8288.341656,0.1416389
,8289.344122,0.0964999
,8290.346569,0.0582034
,8291.348998,0.0316403
,8292.351413,0.0157132
,8293.353816,0.0072042
,8294.356207,0.003075
y25-G,7881.079639,0.0359256
,7882.08232,0.1075011
,7883.084917,0.1728761
,7884.087462,0.1964448
,7885.089968,0.1759023
,7886.092444,0.1315647
,7887.094896,0.0852149
,7888.097329,0.0489791
,7889.099744,0.0254249
,7890.102146,0.0120782
,7891.104535,0.0053052
,7892.106912,0.0021724
y25+CMCT-G,8132.279402,0.0303696
,8133.282099,0.0959415
,8134.284718,0.1617577
,8135.287285,0.1918443
,8136.289814,0.1786983
,8137.292313,0.1386794
,8138.294787,0.0930056
,8139.297241,0.0552555
,8140.299677,0.0296047
,8141.302099,0.0144975
,8142.304507,0.0065571
,8143.306904,0.002762
y25-A,7897.074554,0.0358384
,7898.077235,0.1072538
,7899.079832,0.1725709
,7900.082376,0.1962542
,7901.084881,0.1759046
,7902.087357,0.1317152
,7903.089809,0.0854189
,7904.092241,0.0491625
,7905.094656,0.0255566
,7906.097057,0.012159
,7907.099445,0.0053491
,7908.101823,0.0021939
y25+CMCT-A,8148.274316,0.0302958
,8149.277014,0.0957201
,8150.279633,0.1614638
,8151.282199,0.1916369
,8152.284728,0.1786693
,8153.287226,0.1388043
,8154.2897,0.0931992
,8155.292153,0.0554413
,8156.294589,0.0297447
,8157.29701,0.0145869
,8158.299418,0.0066074
,8159.301815,0.0027876
y26,8337.170336,0.0293445
,8338.173001,0.0932906
,8339.17559,0.1585813
,8340.178129,0.1898567
,8341.180632,0.1786833
,8342.183106,0.1402079
,8343.185557,0.0951307
,8344.187989,0.0572073
,8345.190404,0.0310372
,8346.192806,0.0153964
,8347.195195,0.0070564
,8348.197573,0.0030128
y26+CMCT,8588.370098,0.0248062
,8589.372779,0.0830007
,8590.375389,0.1475858
,8591.37795,0.1840723
,8592.380475,0.1799255
,8593.382971,0.1462814
,8594.385443,0.1026361
,8595.387895,0.0637219
,8596.390331,0.0356433
,8597.392752,0.0182077
,8598.395159,0.0085842
,8599.397556,0.0037669
,8600.399942,0.0015491
y26-G,8186.120926,0.0316441
,8187.123611,0.0982684
,8188.126215,0.1636231
,8189.128766,0.1922289
,8190.131278,0.1777673
,8191.133761,0.1372028
,8192.13622,0.091642
,8193.13866,0.0542886
,8194.141082,0.029032
,8195.143489,0.0142027
,8196.145884,0.0064221
,8197.148268,0.0027064
y26+CMCT-G,8437.320688,0.0267502
,8438.323389,0.0875329
,8439.326013,0.1525792
,8440.328586,0.1868541
,8441.331121,0.1795543
,8442.333626,0.1436466
,8443.336106,0.0992537
,8444.338566,0.0607236
,8445.341008,0.0334895
,8446.343435,0.0168755
,8447.345849,0.0078516
,8448.348251,0.0034013
y26-A,8202.11584,0.0315672
,8203.118526,0.0980418
,8204.121129,0.1633281
,8205.12368,0.192026
,8206.126192,0.1777445
,8207.128675,0.1373317
,8208.131133,0.0918364
,8209.133572,0.0544731
,8210.135994,0.0291702
,8211.138401,0.0142906
,8212.140795,0.0064715
,8213.143178,0.0027314
y26+CMCT-A,8453.315603,0.0266852
,8454.318304,0.0873305
,8455.320928,0.1522969
,8456.323501,0.186638
,8457.326035,0.1795025
,8458.328539,0.1437494
,8459.331019,0.0994357
,8460.333478,0.0609086
,8461.33592,0.033635
,8462.338347,0.0169719
,8463.34076,0.0079076
,8464.343162,0.0034307
y27,8682.21777,0.0253827
,8683.22043,0.0840286
,8684.223017,0.1483361
,8685.225556,0.1840988
,8686.228059,0.1793769
,8687.230534,0.145568
,8688.232987,0.102062
,8689.23542,0.0633789
,8690.237837,0.0354873
,8691.24024,0.018159
,8692.24263,0.0085811
,8693.24501,0.0037763
,8694.24738,0.0015582
y27+CMCT,8933.417533,0.0214572
,8934.420208,0.0746124
,8935.422815,0.1375684
,8936.425375,0.1776386
,8937.4279,0.1795612
,8938.430396,0.1508279
,8939.432868,0.1092549
,8940.435322,0.0699852
,8941.437758,0.0403685
,8942.44018,0.0212553
,8943.442589,0.010325
,8944.444987,0.0046665
,8945.447374,0.0019759
y27-G,8531.168361,0.0273718
,8532.171039,0.0885955
,8533.17364,0.1533071
,8534.176191,0.1868242
,8535.178704,0.1789615
,8536.181187,0.142921
,8537.183648,0.0986907
,8538.186088,0.0603986
,8539.188511,0.0333479
,8540.190921,0.016835
,8541.193317,0.0078519
,8542.195702,0.0034117
y27+CMCT-G,8782.368123,0.0231387
,8783.370817,0.0787535
,8784.373438,0.14244
,8785.37601,0.1807034
,8786.378544,0.1796617
,8787.381049,0.1485708
