spectrum:	/users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1610_134_6n.csv
limit_error:	6
noise_limit:	1700000.0
shape_limit:	0.75
stddev_limit:	0.7

Observed fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
974.618679	2	113099112.06	c06	0.89	0.03	C57H71N23O43P6	
1010.62748	2	4989633.9	c06+DEPC	-0.89	0.49	C60H75N23O45P6	
670.0867	3	4661402.46	c06+DEPC+H2O-CO	-2.5	0.48	C59H77N23O45P6	
899.09538	2	12670161.74	c06-G	2.53	0.25	C52H66N18O42P6	
1139.143132	2	55132058.53	c07	-0.83	0.06	C67H83N28O49P7	
1175.15725	2	9745439.64	c07+DEPC	2.22	0.56	C70H87N28O51P7	
1063.619436	2	10791006.96	c07-G	0.06	0.21	C62H78N23O48P7	
1291.665964	2	92803885.3	c08	0.97	0.09	C76H95N31O56P8	
860.774188	3	10554976.61	c08	0.16	0.27	C76H95N31O56P8	
1216.137785	2	12648141.96	c08-G	-1.83	0.23	C71H90N26O55P8	
1456.182223	2	34255508.49	c09	-6.01	0.25	C86H107N36O62P9	
970.458247	3	29025970.7	c09	0.02	0.05	C86H107N36O62P9	
1608.711311	2	55809117.91	c10	-0.19	0.25	C95H119N39O69P10	
1072.138046	3	53966206.77	c10	-0.57	0.02	C95H119N39O69P10	
1173.81921	3	82774899.52	c11	0.11	0.09	C104H131N42O76P11	
1275.826094	3	51388189.61	c12	-1.12	0.09	C113H142N44O84P12	
974.618702	4	94822725.42	c12+DEPC	-5.54	0.51	C116H146N44O86P12	
1377.834843	3	83775043.96	c13	-0.8	0.05	C122H153N46O92P13	
822.901896	5	12150992.27	c13+2DEPC+H2O-CO-G	1.87	0.34	C122H158N41O95P13	
1401.843749	3	21063809.05	c13+DEPC	0.54	0.23	C125H157N46O94P13	
1398.505485	3	9575481.23	c13+DEPC+H2O-CO	-6.72	0.31	C124H159N46O94P13	
1479.515506	3	229741500.05	c14	-0.59	0.06	C131H165N49O99P14	
1493.507097	3	17731950.77	c14+2DEPC+H2O-CO-2Eth	-0.45	0.31	C132H163N49O101P14	
1508.853119	3	22308790.5	c14+2DEPC+H2O-CO-Eth	-1.29	0.29	C134H169N49O102P14	
1473.84954	3	16495548.96	c14+2DEPC+H2O-CO-G	-2.04	0.27	C131H170N44O102P14	
1503.524651	3	14057477.47	c14+DEPC	0.82	0.31	C134H169N49O101P14	
1429.160075	3	29610144.88	c14-G	-4.55	0.21	C126H160N44O98P14	
1594.527316	3	166061492.08	c15	-3.06	0.07	C141H177N54O106P15	
1623.867158	3	20351082.32	c15+2DEPC+H2O-CO-Eth	-2.29	0.19	C144H181N54O109P15	
1588.861619	3	12160826.45	c15+2DEPC+H2O-CO-G	-4.24	0.34	C141H182N49O109P15	
1618.534478	3	20878339.96	c15+DEPC	-2.94	0.28	C144H181N54O108P15	
1709.543411	3	146135703.65	c16	-2.69	0.06	C151H189N59O113P16	
1723.531727	3	10983882.09	c16+2DEPC+H2O-CO-2Eth	-4.45	0.34	C152H187N59O115P16	
1730.227959	3	18384465.71	c16+DEPC+H2O-CO	0.59	0.48	C153H195N59O115P16	
1659.193229	3	22846448.36	c16-G	-3.0	0.32	C146H184N54O112P16	
1824.566437	3	71696583.44	c17	1.44	0.09	C161H201N64O120P17	
1368.171286	4	24550811.61	c17	0.18	0.15	C161H201N64O120P17	
1774.215935	3	21896597.51	c17-G	1.08	0.4	C156H196N59O119P17	
1926.570632	3	47372678.63	c18	-0.84	0.14	C170H212N66O128P18	
1444.675807	4	77733606.86	c18	-1.08	0.11	C170H212N66O128P18	
1455.179509	4	25050273.72	c18+2DEPC+H2O-CO-2Eth	5.91	0.16	C171H210N66O130P18	
1440.431582	4	16563071.83	c18+2DEPC+H2O-CO-G	1.45	0.22	C170H217N61O131P18	
1462.687746	4	14493978.6	c18+DEPC	3.48	0.54	C173H216N66O130P18	
974.785989	6	56140054.69	c18+DEPC	-0.02	0.54	C173H216N66O130P18	
1460.185325	4	3147753757.4	c18+DEPC+H2O-CO	-0.85	0.51	C172H218N66O130P18	
1876.223946	3	14682525.93	c18-G	0.8	0.21	C165H207N61O127P18	
1406.912184	4	23062827.41	c18-G	-2.01	0.25	C165H207N61O127P18	
2041.580209	3	12392572.05	c19	-3.85	0.4	C180H224N71O135P19	
1530.937431	4	125801075.87	c19	-1.17	0.08	C180H224N71O135P19	
1526.693308	4	13665727.11	c19+2DEPC+H2O-CO-G	1.28	0.46	C180H229N66O138P19	
1493.178093	4	28909373.02	c19-G	0.82	0.07	C175H219N66O134P19	
1613.202947	4	74021782.22	c20	0.37	0.13	C190H236N76O141P20	
1646.721617	4	10516732.14	c20+2DEPC+H2O-CO	2.9	0.46	C195H246N76O145P20	
1623.693445	4	14138466.33	c20+2DEPC+H2O-CO-2Eth	-1.51	0.44	C191H234N76O143P20	
1635.200925	4	28467285.64	c20+2DEPC+H2O-CO-Eth	-3.33	0.3	C193H240N76O144P20	
1608.962619	4	50246529.15	c20+2DEPC+H2O-CO-G	5.06	0.33	C190H241N71O144P20	
1072.305049	6	38379101.74	c20+2DEPC+H2O-CO-G	4.18	0.42	C190H241N71O144P20	
1631.20609	4	13782932.05	c20+DEPC	-0.95	0.34	C193H240N76O143P20	
1728.983619	4	55141139.63	c21+2DEPC+H2O-CO	2.11	0.19	C205H258N81O151P21	
1705.949062	4	18006906.02	c21+2DEPC+H2O-CO-2Eth	-5.84	0.25	C201H246N81O149P21	
1717.467258	4	82323829.91	c21+2DEPC+H2O-CO-Eth	-1.3	0.1	C203H252N81O150P21	
1803.726393	4	21590187.89	c22+2DEPC+H2O-CO-Eth	-2.75	0.17	C213H264N86O157P22	
1260.834293	6	11039304.65	c23+2DEPC+H2O-CO	3.66	0.44	C224H281N88O166P23	
1503.99088	5	33595210.87	c23+2DEPC+H2O-CO-Eth	1.46	0.09	C222H275N88O165P23	
1456.184614	5	12516365.93	c23-G	6.19	0.44	C214H266N83O161P23	
1547.393394	5	12250205.44	c24	-0.22	0.38	C228H283N91O169P24	
1574.203576	5	79218594.73	c24+2DEPC+H2O-CO	-1.11	0.16	C233H293N91O173P24	
1555.786344	5	13889227.09	c24+2DEPC+H2O-CO-2Eth	-1.43	0.49	C229H281N91O171P24	
1564.993455	5	106229475.48	c24+2DEPC+H2O-CO-Eth	-2.23	0.06	C231H287N91O172P24	
1543.999926	5	76446170.43	c24+2DEPC+H2O-CO-G	2.91	0.44	C228H288N86O172P24	
1643.214352	5	26945745.14	c25+2DEPC+H2O-CO	-0.28	0.3	C243H305N96O180P25	
1634.003693	5	40733425.63	c25+2DEPC+H2O-CO-Eth	-1.68	0.14	C241H299N96O179P25	
1397.669045	6	23021146.35	c26	-4.28	0.32	C247H307N99O183P26	
1404.673206	6	62508219.52	c26+2DEPC+H2O-CO-2Eth	1.77	0.46	C248H305N99O185P26	
1412.341228	6	116521211.59	c26+2DEPC+H2O-CO-Eth	-2.22	0.16	C250H311N99O186P26	
1674.011282	5	23194479.31	c26+2DEPC+H2O-CO-G	-1.14	0.37	C247H312N94O186P26	
1394.837796	6	20591272.37	c26+2DEPC+H2O-CO-G	-3.81	0.44	C247H312N94O186P26	
1409.678061	6	105565991.88	c26+DEPC	-0.34	0.19	C250H311N99O185P26	
627.085518	1	20788892.66	w02	-0.55	0.04	C18H26N6O15P2	
972.131226	1	12029607.86	w03	-2.13	0.08	C28H38N11O22P3	
791.096176	2	42292377.19	w05	-0.16	0.04	C46H61N16O37P5	
963.620479	2	351433676.46	w06	0.47	0.02	C56H73N21O44P6	
999.62984	2	4365675.39	w06+DEPC	-0.75	0.48	C59H77N21O46P6	
1128.145964	2	179944599.62	w07	-0.28	0.03	C66H85N26O50P7	
751.76091	3	4637442.17	w07	-1.13	0.53	C66H85N26O50P7	
1172.151249	2	9476678.18	w07+2DEPC+H2O-CO-Eth	-2.61	0.22	C69H89N26O53P7	
1292.669881	2	47811493.9	w08	-2.06	0.22	C76H97N31O56P8	
1336.678411	2	17074386.16	w08+2DEPC+H2O-CO-Eth	-1.61	0.1	C79H101N31O59P8	
890.783664	3	8050304.13	w08+2DEPC+H2O-CO-Eth	-1.07	0.26	C79H101N31O59P8	
1465.193652	2	13061441.04	w09	-1.78	0.28	C86H109N36O63P9	
1021.144654	3	8723714.44	w09+2DEPC+H2O-CO	-3.0	0.3	C91H119N36O67P9	
1618.205144	2	26590433.96	w10	-2.33	0.2	C95H120N38O71P10	
1078.469753	3	15333059.49	w10	-0.4	0.15	C95H120N38O71P10	
1107.811016	3	9962310.74	w10+2DEPC+H2O-CO-Eth	1.94	0.48	C98H124N38O74P10	
1193.482691	3	22098743.29	w11	-2.77	0.12	C105H132N43O78P11	
1238.170884	3	8855922.36	w11+2DEPC+H2O-CO	-0.87	0.33	C110H142N43O82P11	
1222.823772	3	19970760.31	w11+2DEPC+H2O-CO-Eth	-0.74	0.16	C108H136N43O81P11	
1308.502082	3	11336695.49	w12	0.21	0.24	C115H144N48O85P12	
1337.836836	3	19881825.61	w12+2DEPC+H2O-CO-Eth	-2.73	0.1	C118H148N48O88P12	
1423.509763	3	19703685.6	w13	-5.52	0.19	C125H156N53O92P13	
2156.763467	2	10531442.34	w13+2DEPC+H2O-CO-2Eth	-1.71	0.32	C126H154N53O94P13	
1437.513081	3	223352449.76	w13+2DEPC+H2O-CO-2Eth	2.83	0.23	C126H154N53O94P13	
1452.858857	3	3908754060.81	w13+2DEPC+H2O-CO-Eth	1.76	0.2	C128H160N53O95P13	
1447.515211	3	19954632.0	w13+DEPC	-6.53	0.46	C128H160N53O94P13	
1545.879505	3	11070179.41	w14+DEPC+H2O-CO	1.64	0.44	C136H174N56O101P14	
1394.918171	4	12707117.44	w17+2DEPC+H2O-CO-Eth	-3.96	0.41	C164H206N63O125P17	
1390.925818	4	15747871.32	w17+DEPC	0.61	0.46	C164H206N63O124P17	
1464.694183	4	17603825.89	w18+DEPC+H2O-CO	3.4	0.3	C172H220N66O131P18	
1531.438601	4	101768416.9	w19	-2.96	0.24	C180H226N71O135P19	
1607.704956	4	80765070.74	w20	0.93	0.16	C189H238N74O142P20	
1618.206419	4	24153618.97	w20+2DEPC+H2O-CO-2Eth	5.82	0.3	C190H236N74O144P20	
1625.702453	4	22893450.53	w20+DEPC	-3.87	0.25	C192H242N74O144P20	
1700.466183	4	22598937.82	w21+2DEPC+H2O-CO-2Eth	3.56	0.25	C200H248N79O150P21	
1766.225836	4	11467496.87	w22	-0.61	0.42	C208H262N82O155P22	
1473.984151	5	18958556.87	w23	-0.67	0.3	C217H273N84O163P23	
1500.796325	5	11772318.82	w23+2DEPC+H2O-CO	-0.26	0.38	C222H283N84O167P23	
1557.39305	5	10585828.9	w24+DEPC	-3.72	0.39	C230H289N89O172P24	
1612.389601	5	16555517.34	w25+2DEPC+H2O-CO-2Eth	-5.03	0.39	C237H295N92O179P25	
1394.015166	6	9686556.05	w26	4.36	0.43	C246H309N97O184P26	
1416.348182	6	80490984.53	w26+2DEPC+H2O-CO	-2.75	0.16	C251H319N97O188P26	
1681.402355	5	54905559.44	w26+2DEPC+H2O-CO-2Eth	-2.88	0.11	C247H307N97O186P26	
1408.677226	6	43045123.08	w26+2DEPC+H2O-CO-Eth	-0.86	0.38	C249H313N97O187P26	
1687.419164	5	84816012.27	w26+DEPC	1.52	0.14	C249H313N97O186P26	
1406.013801	6	52826450.74	w26+DEPC	0.84	0.12	C249H313N97O186P26	
547.119452	1	18244481.85	y02	-0.14	0.05	C18H25N6O12P1	
892.167416	1	156142351.2	y03	0.5	0.02	C28H37N11O19P2	
1197.209017	1	47923667.42	y04	0.64	0.03	C37H49N14O26P3	
598.1005	2	12219184.89	y04	0.02	0.13	C37H49N14O26P3	
1503.234753	1	15381082.78	y05	0.8	0.14	C46H60N16O34P4	
751.113576	2	58342595.33	y05	0.58	0.03	C46H60N16O34P4	
1545.209817	1	42354794.76	y05+2DEPC+H2O-CO-2Eth	1.35	0.27	C47H58N16O36P4	
923.637373	2	181072108.46	y06	0.56	0.03	C56H72N21O41P5	
848.11319	2	5886517.11	y06-G	1.22	0.42	C51H67N16O40P5	
1088.162604	2	68596769.22	y07	-0.47	0.07	C66H84N26O47P6	
1155.19073	2	6525359.48	y07+2DEPC+H2O-CO	-1.16	0.57	C71H94N26O51P6	
1109.148914	2	9979273.15	y07+2DEPC+H2O-CO-2Eth	-1.16	0.08	C67H82N26O49P6	
1132.171336	2	22601681.15	y07+2DEPC+H2O-CO-Eth	0.17	0.08	C69H88N26O50P6	
1252.690362	2	42396009.57	y08	0.79	0.04	C76H96N31O53P7	
834.790524	3	7649134.42	y08	0.04	0.24	C76H96N31O53P7	
1319.715825	2	18621843.58	y08+2DEPC+H2O-CO	-1.9	0.13	C81H106N31O57P7	
1296.700161	2	42700956.59	y08+2DEPC+H2O-CO-Eth	2.13	0.04	C79H100N31O56P7	
1288.698741	2	10863022.31	y08+DEPC	-0.93	0.25	C79H100N31O55P7	
949.806079	3	19400926.63	y09	-0.24	0.13	C86H108N36O60P8	
994.492886	3	8109434.53	y09+2DEPC+H2O-CO	0.62	0.4	C91H118N36O64P8	
1469.2227	2	30643457.16	y09+2DEPC+H2O-CO-Eth	1.08	0.05	C89H112N36O63P8	
979.143942	3	21560099.11	y09+2DEPC+H2O-CO-Eth	-1.07	0.18	C89H112N36O63P8	
1051.815079	3	24015659.48	y10	0.32	0.08	C95H119N38O68P9	
1065.803463	3	7330650.79	y10+2DEPC+H2O-CO-2Eth	-2.5	0.51	C96H117N38O70P9	
1081.153165	3	28240098.68	y10+2DEPC+H2O-CO-Eth	-0.23	0.09	C98H123N38O71P9	
1166.830663	3	56949917.33	y11	0.1	0.1	C105H131N43O75P10	
1211.517482	3	41313072.93	y11+2DEPC+H2O-CO	0.79	0.16	C110H141N43O79P10	
1180.820433	3	11443676.96	y11+2DEPC+H2O-CO-2Eth	-1.28	0.36	C106H129N43O77P10	
1196.169714	3	77374159.95	y11+2DEPC+H2O-CO-Eth	0.4	0.06	C108H135N43O78P10	
1190.838451	3	10959339.42	y11+DEPC	0.72	0.38	C108H135N43O77P10	
1116.482184	3	7389491.81	y11-G	1.29	0.49	C100H126N38O74P10	
1281.847182	3	51015345.08	y12	0.64	0.07	C115H143N48O82P11	
1326.531494	3	43000844.44	y12+2DEPC+H2O-CO	-0.63	0.09	C120H153N48O86P11	
1295.836735	3	9480945.02	y12+2DEPC+H2O-CO-2Eth	-0.79	0.4	C116H141N48O84P11	
1311.186741	3	88841996.58	y12+2DEPC+H2O-CO-Eth	1.3	0.08	C118H147N48O85P11	
1231.491974	3	8800005.98	y12-G	-3.72	0.4	C110H138N43O81P11	
1396.860738	3	50459986.33	y13	-1.03	0.09	C125H155N53O89P12	
1441.551465	3	24667226.44	y13+2DEPC+H2O-CO	2.3	0.37	C130H165N53O93P12	
1410.852599	3	37081138.79	y13+2DEPC+H2O-CO-2Eth	-0.69	0.35	C126H153N53O91P12	
1426.202568	3	77304018.64	y13+2DEPC+H2O-CO-Eth	1.2	0.14	C128H159N53O92P12	
1346.513684	3	15638735.93	y13-G	0.98	0.34	C120H150N48O88P12	
1498.545225	3	23787134.88	y14	1.75	0.25	C134H167N56O96P13	
1527.885678	3	38404670.15	y14+2DEPC+H2O-CO-Eth	2.88	0.2	C137H171N56O99P13	
1448.194512	3	10868742.75	y14-G	1.18	0.48	C129H162N51O95P13	
1731.900821	3	25511372.29	y16+2DEPC+H2O-CO-Eth	1.54	0.18	C155H193N60O115P15	
1833.580239	3	12336194.66	y17+2DEPC+H2O-CO-Eth	0.9	0.37	C164H205N63O122P16	
1374.929947	4	13909099.55	y17+2DEPC+H2O-CO-Eth	-1.58	0.37	C164H205N63O122P16	
1348.682327	4	13194797.4	y17+2DEPC+H2O-CO-G	1.56	0.48	C161H206N58O122P16	
1429.192835	4	17024997.06	y18	3.08	0.49	C170H213N66O126P17	
1462.711961	4	14358543.96	y18+2DEPC+H2O-CO	6.19	0.61	C175H223N66O130P17	
1439.683183	4	8783112.75	y18+2DEPC+H2O-CO-2Eth	0.84	0.59	C171H211N66O128P17	
1451.200589	4	30966058.13	y18+2DEPC+H2O-CO-Eth	5.62	0.2	C173H217N66O129P17	
1424.939553	4	42129888.5	y18+2DEPC+H2O-CO-G	-0.7	0.41	C170H218N61O129P17	
1511.447687	4	17039597.67	y19	-2.56	0.23	C180H225N71O132P18	
1544.96272	4	38370342.15	y19+2DEPC+H2O-CO	-2.15	0.1	C185H235N71O136P18	
1533.452412	4	53578350.3	y19+2DEPC+H2O-CO-Eth	-2.06	0.1	C183H229N71O135P18	
1526.962218	4	15486915.83	y19+DEPC+H2O-CO	0.96	0.5	C182H231N71O134P18	
1473.685407	4	20952582.32	y19-G	-2.58	0.4	C175H220N66O131P18	
1621.228775	4	24706297.59	y20+2DEPC+H2O-CO	1.49	0.24	C194H247N74O143P19	
1609.716695	4	62217580.03	y20+2DEPC+H2O-CO-Eth	0.5	0.14	C192H241N74O142P19	
1072.806931	6	12314756.92	y20+2DEPC+H2O-CO-Eth	-1.15	0.45	C192H241N74O142P19	
1703.484899	4	40058061.47	y21+2DEPC+H2O-CO	-2.69	0.12	C204H259N79O149P20	
1680.461962	4	49903657.35	y21+2DEPC+H2O-CO-2Eth	-3.92	0.2	C200H247N79O147P20	
1691.97905	4	91958687.99	y21+2DEPC+H2O-CO-Eth	0.02	0.14	C202H253N79O148P20	
1127.64393	6	115433232.74	y21+2DEPC+H2O-CO-Eth	-5.61	0.68	C202H253N79O148P20	
1396.794316	5	22513004.65	y22	5.37	0.61	C208H261N82O152P21	
1779.750636	4	11824546.4	y22+2DEPC+H2O-CO	0.47	0.43	C213H271N82O156P21	
1768.245125	4	35048045.96	y22+2DEPC+H2O-CO-Eth	3.27	0.08	C211H265N82O155P21	
1393.390685	5	12125087.9	y22+2DEPC+H2O-CO-G	1.56	0.37	C208H266N77O155P21	
1708.481844	4	53208409.95	y22-G	5.19	0.46	C203H256N77O151P21	
1833.229979	4	10955372.23	y23+2DEPC+H2O-CO-2Eth	-2.85	0.43	C218H270N84O162P22	
1844.737745	4	11220978.52	y23+2DEPC+H2O-CO-Eth	-4.29	0.36	C220H276N84O163P22	
1454.594503	5	13459418.47	y23+2DEPC+H2O-CO-G	0.64	0.58	C217H277N79O163P22	
1527.004718	5	17461354.85	y24	2.2	0.39	C227H284N89O167P23	
1553.816156	5	111911997.79	y24+2DEPC+H2O-CO	2.07	0.09	C232H294N89O171P23	
1535.388962	5	63381384.77	y24+2DEPC+H2O-CO-2Eth	-4.71	0.08	C228H282N89O169P23	
1544.604917	5	128191504.06	y24+2DEPC+H2O-CO-Eth	0.23	0.04	C230H288N89O170P23	
1523.612549	5	23040747.3	y24+2DEPC+H2O-CO-G	6.23	0.24	C227H289N84O170P23	
1541.404011	5	15203971.77	y24+DEPC	-1.02	0.35	C230H288N89O169P23	
1588.007349	5	18620856.88	y25	-1.43	0.25	C236H296N92O174P24	
1614.818999	5	24524083.76	y25+2DEPC+H2O-CO	-1.36	0.36	C241H306N92O178P24	
1596.395898	5	15434459.12	y25+2DEPC+H2O-CO-2Eth	-5.36	0.4	C237H294N92O176P24	
1605.611294	5	46339673.99	y25+2DEPC+H2O-CO-Eth	-0.95	0.15	C239H300N92O177P24	
1337.83803	6	15537416.49	y25+2DEPC+H2O-CO-Eth	-3.57	0.39	C239H300N92O177P24	
1683.83512	5	47427773.21	y26+2DEPC+H2O-CO	2.64	0.22	C251H318N97O185P25	
1665.408863	5	36205485.07	y26+2DEPC+H2O-CO-2Eth	-3.05	0.14	C247H306N97O183P25	
1387.670024	6	10480948.03	y26+2DEPC+H2O-CO-2Eth	-5.08	0.46	C247H306N97O183P25	
1674.619371	5	80953235.87	y26+2DEPC+H2O-CO-Eth	-1.75	0.07	C249H312N97O184P25	
1671.419573	5	11129062.1	y26+DEPC	-2.25	0.43	C249H312N97O183P25	
1391.013037	6	12305479.34	y26+DEPC+H2O-CO	-5.61	0.37	C248H314N97O183P25	

 
 
Overlaps:
m/z 	z 	Int 	fragment 	error 	
670.0867	2	3007359.014012039	c04	-0.38	
670.0867	3	2011822.1216193913	c06+DEPC+H2O-CO	-2.5	
823.09919	2	6848294.26805212	c05	-0.58	
823.09919	5	3341664.2332332428	c13+2DEPC+H2O-CO-G	-2.1	
843.07935	1	5396664.717120411	c03-G	-0.14	
843.07935	2	4014107.244700795	c05+2DEPC+H2O-CO-2Eth	-5.82	
974.6183	2	50150540.81030611	c06	0.5	
974.6183	4	18356537.08073053	c12+DEPC	-5.95	
975.12009	2	36603213.994614065	c06	0.96	
975.12009	4	23067883.54150091	c12+DEPC	-5.46	
975.12009	6	12907230.730692225	c18+DEPC	-0.14	
975.62157	2	17606023.962180436	c06	1.25	
975.62157	4	7256049.951422846	c12+DEPC	-5.21	
975.62157	4	7658660.620151094	a13-G	-0.34	
975.62157	6	4612775.65617277	c18+DEPC	0.1	
976.12236	2	6350035.57805578	c06	0.84	
976.12236	4	4106690.717621976	a13-G	-0.83	
1072.47179	3	17021644.96567368	c10	-1.01	
1072.47179	6	6252197.973129492	c20+2DEPC+H2O-CO-G	3.83	
1072.806	3	12262285.41782141	c10	-0.97	
1072.806	6	7841107.715033448	c20+2DEPC+H2O-CO-G	3.84	
1073.14128	3	6518043.00719142	c10	0.09	
1073.14128	6	2643061.00687201	y20+2DEPC+H2O-CO-Eth	-1.03	
1073.14128	6	3737414.747255409	c20+2DEPC+H2O-CO-G	4.88	
1073.47519	3	2814492.6011955547	c10	-0.12	
1073.47519	6	1910937.5221899461	y20+2DEPC+H2O-CO-Eth	-1.28	
1128.14509	2	70334106.53408894	w07	-1.06	
1128.14509	6	23661578.406944912	y21+2DEPC+H2O-CO-Eth	-5.74	
1128.64661	2	59305963.09947018	w07	-0.9	
1128.64661	6	7123940.784919901	y21+2DEPC+H2O-CO-Eth	-5.48	
1174.153	3	25096267.98290266	c11	-0.26	
1174.153	6	9596128.361645138	a22+2DEPC+H2O-CO-A	-2.36	
1174.48764	3	19521249.157653853	c11	0.14	
1174.48764	6	14366003.884916572	a22+2DEPC+H2O-CO-A	-1.98	
1174.82172	3	11162536.765550992	c11	0.08	
1174.82172	6	8023155.482114729	a22+2DEPC+H2O-CO-A	-2.05	
1175.15725	2	3605585.318516001	c07+DEPC	2.22	
1175.15725	3	5170570.49419534	c11	1.26	
1175.15725	6	2517177.1459923997	a22+2DEPC+H2O-CO-A	-0.87	
1276.15958	3	14882725.349470347	c12	-1.7	
1276.15958	6	6799483.7145641735	a24+2DEPC+H2O-CO-A	-6.06	
1276.49562	3	12429664.749835685	c12	-0.24	
1276.49562	6	6596031.616876051	a24+2DEPC+H2O-CO-A	-4.6	
1276.82755	3	7610190.497666614	c12	-1.99	
1276.82755	6	3066370.261150352	a24+2DEPC+H2O-CO-A	-6.35	
1292.66686	2	16183032.35486629	w08	-4.4	
1292.66686	2	18362996.583520006	c08	-0.32	
1293.17215	2	8209132.659825935	c08	2.84	
1293.17215	2	15764456.804636763	w08	-1.34	
1293.67453	2	3006652.4063669653	c08	3.76	
1293.67453	2	9461869.397692163	w08	-0.44	
1338.17593	3	5585327.635382867	w12+2DEPC+H2O-CO-Eth	0.91	
1338.17593	6	2608528.227388294	y25+2DEPC+H2O-CO-Eth	-0.82	
1338.50699	3	4862804.653890696	w12+2DEPC+H2O-CO-Eth	-1.41	
